"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","637.85592120941","590.505875579775","369.707232276548","357.202848575393","400.515593762192","456.374933276273","504.059842642233","523.284410700367","609.17165368466","597.432898792278","622.740922945281","694.423455373229","783.241214960091","930.125472654125","1191.92100563238","1643.75688889146","2158.1480742298","3139.28071035448","4010.86138084833","2994.34047090816","3218.37829927419","3525.80719813557","3681.84469060495","3838.17387997786","3986.23162376713","3607.28929855361","3591.82805221639","3914.52785436696","4220.54032079145","4622.73818208855","4267.45211938157",
"American Samoa","ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8666.65538195914","8807.46281200101","8528.24877689163","8395.31877025371","8340.52343974691","8874.87792759607","9740.82449121586","11910.013233348","10216.8176306968","10223.2983588916","11496.5240977923","11450.7241954879","11525.1563872309","12059.6351646776","12038.2496994923","11003.8297642807","11557.671156308","11534.5675441134","",
"Antigua and Barbuda","ATG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","1246.69015964261","1416.54053131116","1760.83132448003","2124.61852648141","2392.68695794469","2660.55809143556","2948.31727549755","3372.60207005529","3899.39183968301","4703.17940118439","5463.59538268844","6454.83545091774","7076.53633490604","7347.64636864328","7602.34533414465","7745.72179961652","8136.18854727449","8771.14372746878","8406.35894515205","9030.5749776224","9491.66076559497","9940.85222769034","10260.5994054155","10872.2929515751","10367.3196068161","10401.0508759034","10797.9510571837","11446.9691417182","12557.5478500769","13995.8044243845","15622.6928710238","16044.1057963132","14160.5620007335","13048.9605816199","12746.6334682021","13272.7349447294","12910.5906255945","13501.5809223367","14285.3297773091","15198.7429664112","15383.5763979856","16673.4369025555","17113.3497705088","14449.9965204973",
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1807.78571021206","1874.73210577126","1851.84185074588","1964.1504696359","2128.06835509202","2277.55839760436","2340.43868460617","2576.2845085275","2720.08260948799","2986.94950744786","3299.84320663058","3489.95229368358","3943.7876390397","4763.6283896816","6473.16515297326","6994.30821815538","7476.74874774519","7765.07054434927","8241.99727587296","9281.52335605458","10194.3945390856","11833.7432115058","12766.5222521717","11518.6685192068","12431.9458488308","11437.7131376782","11364.2394626146","11624.6209607028","14254.5135644484","17798.5563713427","18211.5000581403","18821.7952597366","18570.1204617916","17634.534752009","18046.1364806876","20319.6306283956","21861.32550987","23468.5968306374","21318.9641694318","20533.035061907","21679.2478424147","19490.8611097303","20082.4832672749","23447.0310006717","30430.6764374443","33999.2428575835","36044.9228108485","40960.0544948199","49601.6567082178","42772.3591664498","52022.1255961876","62517.8337471503","68012.1479005934","68150.1070413215","62510.7911705641","56755.7217124249","49971.131456129","54027.9668184568","57354.9640455891","55057.2046960666","51812.1540373988",
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2058.76905087549","2380.97845801742","2924.04887899105","3890.72241941969","4630.75719737956","5285.62072414121","5678.38665810018","6810.62768469634","8205.4689771504","9793.76534815017","10869.5464940526","9385.24906398343","9410.34725652989","9537.40742043378","8991.06503963026","9172.09676001833","13083.0726621044","16392.7695234749","17578.6189397397","17468.9461372569","21680.989623313","22410.9117666654","24880.1641180361","24081.5277928004","25646.7006591684","30325.8495818396","29809.0767730821","26705.4785993891","27361.8751106437","27174.2971559775","24564.4582948404","24537.5142629883","26401.7454564357","32222.8972411655","36821.5214680093","38403.1338770715","40635.2818159724","46855.7717452095","51708.7657541758","47963.1794023217","46858.0432733717","51374.9584066934","48567.69528642","50716.7087062864","51717.4959405515","44178.0473777432","45276.8314351693","47309.3662735282","51453.1470238016","50121.5542131186","48327.6311083474",
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4586230771546","209.472981987992","157.076754233359","314.555086536923","409.163189106479","505.500349333104","561.906807871869","573.916512334089","655.119945170816","703.683843432722","763.080637985358","883.733971498452","1045.00937916805","1578.40239029603","2473.08181863536","3851.43786871172","5574.60380218613","4950.29479142375","5843.5337683582","7189.69122920765","7496.29464768263","7875.75695254288","7891.31314749986","5500.31038244408","3880.73873089556","4147.08971569171","4739.84171028393","4805.75371765917","4214.3113363475",
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD","70.0519098975133","71.1671882088235","73.4353308201368","78.5146207549818","86.1615495133979","51.3818812578693","52.1825516980849","54.8064431207722","54.9007620777181","55.7149339029583","69.7693841827188","71.6267098340753","69.1396147326763","84.4187820522328","94.6853995371613","113.753156119578","118.914933058734","142.05298389329","154.516273299419","193.149963916389","221.231941787803","227.128120029126","231.343693847179","240.781703183952","213.616841365552","242.058503810168","245.915327496274","225.071475788735","209.414860843789","209.894412605431","208.146678899064","209.778011006784","190.488879935296","161.887525025872","156.812380979725","167.098887846036","143.402323772521","158.914669880487","144.493017302487","128.938918689721","136.46397080034","134.363426917623","123.117536141087","113.567251308875","128.336702810905","151.681566343002","167.376462504995","172.495596648941","198.352851736367","212.137057219997","234.235532533654","249.577972769836","252.358866309211","256.975647122635","274.857842155366","305.549646023245","282.193028464612","292.998009548647","271.752496382505","261.24529116164","274.009523229095",
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD","1273.69165910289","1350.19767333123","1438.5232330684","1535.02372901043","1701.84627554319","1835.59476553194","1957.62608042762","2086.63600544654","2222.36151051913","2458.08182003773","2765.89099664794","3082.92798879126","3831.63189999433","4900.96220075866","5733.79813933878","6701.37736052433","7243.04734119583","8426.94695947372","10289.7684173296","11810.6158754725","12864.0025661396","10622.8024830789","9343.86109959618","8846.23429846974","8457.26880316374","8750.81851250536","12170.0406962702","15135.8523116968","16391.093827791","16525.0617432848","20600.3752789827","21041.6606519648","23372.619171015","22283.9360213551","24208.5547931447","28413.8264387368","27489.5551770488","24820.9380503896","25338.4432934904","25244.2750474813","23041.5347290428","22995.1575247288","24887.5613341833","30587.6684093796","35364.3753314368","36795.9768819639","38672.7059429767","44262.8960009954","48106.892915788","44583.5448070814","44141.8781415734","47348.5250202016","44673.1158755901","46744.6625441516","47700.5403601178","40991.8081381432","41984.1030335609","44089.3100875118","47554.7463078937","46414.4352334354","44594.3781075628",
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD","93.0227002677683","95.5722322308738","94.4644972423036","99.8589175338946","104.339929434072","110.132584644972","112.940836383512","111.951560996903","116.895149769939","116.025257145892","114.556675136837","112.569975631646","134.819585121297","161.987061525057","174.014094491397","207.300312768544","208.656403182912","218.453984016706","263.58143153799","327.822312162563","378.044305113183","337.978371685285","322.777452914962","271.129844234977","252.869785044788","244.410941733101","303.349035603158","344.503146752797","346.736631300277","311.678045207701","393.68676796568","385.753840745475","317.962736015867","411.926179723246","279.666751226328","367.387695231489","387.43207525613","361.09999947365","379.441783872834","551.821385212542","512.673918542835","518.067478902149","574.929776196326","711.284922669436","798.744255592617","822.785201409895","856.054875766203","966.2035810124","1125.42602943016","1088.75785169783","1036.53459416252","1130.27318959427","1145.14001854462","1251.20970702834","1291.41010666767","1076.79670153022","1087.28730384853","1136.59397046254","1240.83096186066","1219.51547853535","1291.04096203645",
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD","68.4247344006247","71.558180092437","76.520549314543","78.3721958330329","80.4727181207385","81.7250523247925","82.545684006557","84.3630702039477","84.7329371553071","86.5202091318263","81.5000146010762","84.2878285843207","99.326746973691","113.780341433982","124.358896430637","152.727996774912","155.649056863891","176.783350963439","225.941517814401","262.076009642159","282.685850096209","254.230468740772","245.09449089523","217.994602363453","193.843273138253","200.8943517994","256.762480687544","291.131616653547","313.061591382782","304.85352087584","351.979233521781","346.410595888327","361.046875627391","334.943236997182","193.070280195262","235.832150553486","249.360558855403","229.492949313014","255.718236662883","300.421723896109","255.718687257319","267.097599629023","294.665388546593","374.627357970473","418.37666028192","457.933430763383","473.449868166334","535.062279451535","643.404581023036","624.175164544582","647.836095537879","751.172770411005","758.000426972403","787.469438309085","792.84623742527","653.32726813947","688.250696258197","734.996267960528","813.099689441984","786.895437677452","830.925144621939",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","89.0352394288932","97.5952917047176","100.122129600152","101.901412511993","100.221104183654","106.646644385365","112.665364752713","122.870628479594","122.847597531085","135.147381311241","140.002705319444","133.551418941349","94.381677046194","119.559723931133","182.020018493274","277.570605237475","141.197158924105","131.373227305593","176.0339474319","200.769677039014","227.751926507714","247.649616779944","220.718796963204","204.417690056891","213.996638569696","245.453912291425","233.658072199948","253.974473728959","270.69960091549","285.829216867865","306.268700840472","293.160421069586","293.644987576871","300.555747727731","299.533037088051","329.424076062081","394.717491899332","401.498667424687","407.429176197808","409.543183768079","418.068942112038","415.034404287378","413.080282638086","446.310675745944","475.291930195819","499.461940239156","509.640189887604","558.051840707954","634.987069668507","702.264419644314","781.153577677298","861.762162181077","883.117129615718","981.860851354457","1118.87380783368","1248.45330989613","1401.56463513179","1563.76781861826","1698.13208078712","1855.6915096678","1968.79222484581",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2238.80295786574","2234.81481573125","2169.00401089683","1852.81343442802","1963.57267618274","1914.55064658793","2260.4272811545","3132.30136036246","2511.39306259489","2477.0208179596","2366.52982128614","1267.73437541485","1211.98087810931","1278.24717346108","1148.4943993817","2258.28601787597","1470.10370331004","1361.3923860059","1820.40509424896","1659.71834595525","1621.24296080247","1770.91353394746","2092.95769387611","2719.49765607059","3389.70704883102","3899.90763774017","4523.0508329806","5885.10434781837","7265.73549682997","6988.23332468094","6812.40633845402","7809.42506245471","7395.84980340721","7655.12970759319","7876.86646539994","7055.93567291245","7548.85500737534","8334.08172775332","9427.73043039881","9828.14851478139","9975.78000070924",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.71587001028","9269.26961652991","9446.08457726994","9421.3569469587","9590.54179396802","8706.76660148502","7041.63444747202","7554.93219231615","7958.74792458539","8031.0048199518","8529.05212670928","9055.6444071063","9082.82798832159","9698.15288998905","10130.3762030729","10376.953296178","10544.7946831914","10672.2377596193","10076.2698786937","10401.5621521671","13636.4167499288","12868.1769170821","13049.9097291643","14222.0367965749","15846.5059474506","17959.3968267194","19307.5089373876","20976.442287272","23066.4509824376","19355.9210050895","20722.0704900745","22514.202716483","23654.3695877495","24744.296958551","24989.437527708","22634.0856475674","22608.4525623673","23742.9373424159","23991.0413905597","23443.4348283266","",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.26769865087","1651.31767315288","1752.84000562204","1867.0103505514","1994.44049711429","2144.73908940986","2322.70581564547","2556.63426678748","2804.33387615547","3215.15389706852","3178.86332002536","3297.41106651178","3322.21991083025","3696.0318203604","3416.43931822479","3156.25082717912","3328.61593650695","3617.45306950786","4131.38642657905","5533.25193819147","6340.78703066162","6624.99245312812","7168.16088508597","7698.08303160888","8877.70591484605","9893.04200290734","10344.3226508242","11156.5572523791","11387.709081798","12163.4397667416","12356.2309982945","11919.8335676821","11686.7397416813","11406.858133658","11814.4347088443","12238.6046063409","12708.6414536235","22036.1006810202","23514.1775636614","26130.0129564073","27098.1563186767","27486.2367737544","28867.0824977166","28327.8136706662","28396.0137099278","30279.3922080481","30713.7980618188","31472.2855356015","30627.3277467412","28552.5171624714","28443.8884756689","28005.9124040903","29485.8642228279","28784.0244905519","29980.7082630691","31295.5638695885","31563.3078695925","32719.6665872078","33767.9411879108","34863.3840497476","28607.9013752136",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319.012792020937","487.476904509881","740.099686468862","982.801849065598","1102.39068809628","1251.74759512886","1467.77647716048","1530.81400080527","1769.19888670572","2224.74231631471","2814.9998948741","2980.60131734073","3416.51241043418","4193.3680796247","5090.94590505821","4714.6936611642","4635.51027337483","5092.55472521264","4778.63608845506","5131.40464581334","5329.63198373154","4727.27633310331","4994.68904038619","5394.57995305594","6072.18462285304","6120.11262579357","6031.55686867658",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.84051428011","","","","1739.8063948372","1323.25114991389","1452.44548758328","1394.56816782111","1515.97671717324","1212.04597845077","1276.49398462377","1244.37318523431","1479.31458271677","1819.76605926177","2378.62328600741","3125.81053502853","3847.43412382153","4735.65760793999","6377.36973201232","5351.35538243278","6029.3967998293","6519.23019498892","6940.15925359735","7978.87261471076","8318.51268992675","5949.10630699748","5022.62664330491","5761.74712023007","6330.0752464187","6839.10383292452","6411.2278131981",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.90385978004","316.413629488762","327.099996524794","336.938102250285","351.161126269562","377.590746983887","406.094253261097","420.375933569588","386.939901268415","396.627700589062","435.683337704869","474.436612630079","519.555335346672","605.933440702651","786.081065222237","885.957935695622","717.061406039621","858.821811811081","980.751933801043","1074.29477289777","1373.21684470372","1328.77412148881","1202.79317551265","1232.85320212631","1337.03761994362","1289.39074367083","1366.04167351088","1612.33133477827","1788.00131978824","2011.94679652231","2197.16159341937","2326.72416499247","2668.53142542576","2834.68833548051","2882.15201568158","2997.76045916905","3003.18265150534","2954.22723657473","2993.03365147741","3066.09515135786","3364.49179027445","3404.42049754264","3526.08159515622","3650.60652658731","3802.26307513457","3885.03400318713","4155.32380433871","4252.39538591882","4404.30819362552","4186.519984116","4270.7800308201","4423.4968423614","4505.60059312987","4568.64122799115","4718.43658122355","4770.23265563888","4856.97324853112","4945.85769867226","5001.42215663433","5078.80994441772","4435.62115419432",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.40211884937","1961.5381691712","2020.38596495589","2020.2652474469","2199.72700682735","2282.21654621089","2630.85046638536","2982.7497043718","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3100591315","28669.6817134568","30900.6942794093","31476.0637221848","33989.7231613832","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270035","70359.3191088798","75882.0338560339","95221.8588720301","104287.387498459","106935.486341979","101407.764031934","101875.28407346","97774.1620717428","98431.8651810241","99471.6388978631","98467.683993982","102005.62564189","106885.878489327","111820.581466347","113023.185594268","117098.446325474","",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","102.237722413607","109.061303979425","116.924968208513","123.429341345478","136.312361950325","149.640333206756","162.326054493388","179.583038401343","199.629567437341","211.797016169884","226.806971403988","239.127498743471","268.584015387715","263.892746078729","429.297559603423","480.803655121945","534.273285904764","617.30682923322","703.135427290607","809.412178497187","811.28529928503","1030.83305449824","960.983778189371","913.974850691183","1019.05725747634","870.185648376456","627.398628752618","671.075854650414","698.692002828122","701.665938595643","709.059982354587","762.077707050846","788.152320018064","784.190988682633","801.046136937657","880.992686367672","950.856386162623","998.515953217447","1049.49937364874","1003.39223063895","997.581748874387","948.870211337892","904.225799882294","907.537415801528","967.406458598204","1034.31180039586","1218.87407027713","1372.62836843372","1715.2083925524","1754.20946375615","1955.460180975","2346.3378439235","2609.88056208632","2908.200370948","3081.87882365163","3035.97165495107","3076.65643933721","3351.12434432642","3548.59078021899","3552.06814383653","3143.04549424189",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","210.109873186103","205.040782060323","260.425649671662","292.252173425241","261.666616336301","261.354345115614","315.797213962258","347.493052162524","374.786775401462","403.884297825159","445.02310059739","504.749474702397","586.214375621533","775.273300345189","1004.10495803968","1153.83091532261","1390.62491204606","1567.00618230231","1744.25705368742","1908.48761039622","1947.27638172523","2132.8833173447","2226.7671199705","1570.53979590926","1578.92640511028","1648.0820678363","1941.49106688531","2087.30754614764","2300.37681152012","2908.49613818735","3100.28042681627","3975.39019421469","2596.91984245081","2791.20898186013","3500.61146795399","4748.21573407477","5166.16393300655","5282.0086380056","5087.15213112718","3478.37275016214","3749.75327141454","3156.7987713336","2829.28314489459","3070.91052439544","3637.46242879358","4790.43695908641","5886.46368222667","7348.03071626086","8831.02311697566","8597.91548455152","11286.2429009115","13245.6120301146","12370.0244490002","12300.324821091","12112.5876683327","8814.00141787464","8710.09677403838","9928.6430632111","9151.44525254365","8897.48777044292","6796.84454227877",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","1274.54837242167","1633.82301212861","1760.66009350232","1988.89518753808","2209.76701460887","2667.07958378409","4010.81118962834","4398.8248657733","4580.97053014615","4851.0995550743","5271.7298364272","5500.41411424655","6019.6532443006","6605.77921864545","6999.87611601587","7717.17744895403","7711.29545617628","7714.74274597281","7444.1781733805","7819.57000268592","8121.56191861473","8335.89929257052","8851.04645800324","9315.96756568231","10459.4424704914","10914.2822448996","11268.4200640121","11209.4211248688","11361.5167707179","11699.3704685216","12512.5779652212","13822.7417486972","15199.5675286062","16770.6610309974","17092.5821408414","15885.410181888","16056.3709766031","16458.3532105715","16249.6739490585","16451.2793094473","16489.0722373387","16524.899501274","16900.0482858522","17391.6689084614","17745.2553725928","18148.4978451054","15191.1640353411",
