Date,Open,High,Low,Close,Adj Close,Volume
2016-04-26,25.977501,26.325001,25.977501,26.087500,24.264212,224064800
2016-04-27,24.000000,24.677500,23.920000,24.455000,22.745811,458408400
2016-04-28,24.402500,24.469999,23.562500,23.707500,22.050558,328970800
2016-04-29,23.497499,23.680000,23.127501,23.434999,21.797100,274126000
2016-05-02,23.492500,23.520000,23.100000,23.410000,21.773848,192640400
2016-05-03,23.549999,23.934999,23.420000,23.795000,22.131937,227325200
2016-05-04,23.799999,23.975000,23.455000,23.547501,21.901741,164102000
2016-05-05,23.500000,23.517500,23.170000,23.309999,21.812840,143562000
2016-05-06,23.342501,23.362499,22.962500,23.180000,21.691189,174799600
2016-05-09,23.250000,23.442499,23.147499,23.197500,21.707569,131745600
2016-05-10,23.332500,23.392500,23.027500,23.355000,21.854948,134747200
2016-05-11,23.370001,23.392500,23.115000,23.127501,21.642059,114876400
2016-05-12,23.180000,23.195000,22.367500,22.584999,21.134403,305258800
2016-05-13,22.500000,22.917500,22.500000,22.629999,21.176514,177571200
2016-05-16,23.097500,23.597500,22.912500,23.469999,21.962561,245039200
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.871321,187667600
2016-05-18,23.540001,23.802500,23.472500,23.639999,22.121643,168249600
2016-05-19,23.660000,23.660000,23.392500,23.549999,22.037428,121768400
2016-05-20,23.660000,23.857500,23.629999,23.805000,22.276043,128104000
2016-05-23,23.967501,24.297501,23.917500,24.107500,22.559116,152074400
2016-05-24,24.305000,24.522499,24.209999,24.475000,22.903015,140560800
2016-05-25,24.667500,24.934999,24.527500,24.905001,23.305397,152675200
2016-05-26,24.920000,25.182501,24.660000,25.102501,23.490213,225324800
2016-05-27,24.860001,25.117500,24.812500,25.087500,23.476171,145364800
2016-05-31,24.900000,25.100000,24.705000,24.965000,23.361542,169228800
2016-06-01,24.754999,24.885000,24.582500,24.615000,23.034023,116693200
2016-06-02,24.400000,24.459999,24.157499,24.430000,22.860905,160766400
2016-06-03,24.447500,24.567499,24.362499,24.480000,22.907692,114019600
2016-06-06,24.497499,25.472500,24.387501,24.657499,23.073790,93170000
2016-06-07,24.812500,24.967501,24.740000,24.757500,23.167370,89638000
2016-06-08,24.754999,24.889999,24.670000,24.735001,23.146317,83392400
2016-06-09,24.625000,24.997499,24.615000,24.912500,23.312412,106405600
2016-06-10,24.632500,24.837500,24.620001,24.707500,23.120579,126851600
2016-06-13,24.672501,24.780001,24.275000,24.334999,22.772001,152082000
2016-06-14,24.330000,24.620001,24.187500,24.365000,22.800076,127727600
2016-06-15,24.455000,24.602501,24.257500,24.285000,22.725216,117780800
2016-06-16,24.112499,24.437500,24.017500,24.387501,22.821135,125307200
2016-06-17,24.155001,24.162500,23.825001,23.832500,22.301785,244032800
2016-06-20,24.000000,24.142500,23.757500,23.775000,22.247978,137647600
2016-06-21,23.735001,24.087500,23.670000,23.977501,22.437468,142185600
2016-06-22,24.062500,24.222500,23.837500,23.887501,22.353247,116876400
2016-06-23,23.985001,24.072500,23.812500,24.025000,22.481915,128960800
2016-06-24,23.227501,23.665001,23.162500,23.350000,21.850271,301245600
2016-06-27,23.250000,23.262501,22.875000,23.010000,21.532110,181958400
2016-06-28,23.225000,23.415001,23.035000,23.397499,21.894722,161779600
2016-06-29,23.492500,23.637501,23.407499,23.600000,22.084213,146124000
2016-06-30,23.610001,23.942499,23.575001,23.900000,22.364946,143345600
2016-07-01,23.872499,24.117500,23.832500,23.972500,22.432791,104106000
2016-07-05,23.847500,23.850000,23.615000,23.747499,22.222239,110820800
2016-07-06,23.650000,23.915001,23.592501,23.882500,22.348570,123796400
2016-07-07,23.924999,24.125000,23.905001,23.985001,22.444483,100558400
2016-07-08,24.122499,24.222500,24.012501,24.170000,22.617603,115648400
2016-07-11,24.187500,24.412500,24.182501,24.245001,22.687780,95179600
2016-07-12,24.292500,24.424999,24.280001,24.355000,22.790722,96670000
2016-07-13,24.352501,24.417500,24.209999,24.217501,22.662050,103568800
2016-07-14,24.347500,24.747499,24.330000,24.697500,23.111225,155676000
2016-07-15,24.730000,24.825001,24.625000,24.695000,23.108885,120548000
2016-07-18,24.674999,25.032499,24.650000,24.957500,23.354523,145975600
2016-07-19,24.889999,25.000000,24.834999,24.967501,23.363882,95119600
2016-07-20,25.000000,25.115000,24.934999,24.990000,23.384943,105104000
2016-07-21,24.957500,25.250000,24.782499,24.857500,23.260948,130808000
2016-07-22,24.815001,24.825001,24.577499,24.665001,23.080814,113254800
2016-07-25,24.562500,24.709999,24.230000,24.334999,22.772001,161531600
2016-07-26,24.205000,24.492500,24.105000,24.167500,22.615261,224959200
2016-07-27,26.067499,26.087500,25.687500,25.737499,24.084423,369379200
2016-07-28,25.707500,26.112499,25.705000,26.084999,24.409603,159479200
2016-07-29,26.047501,26.137501,25.920000,26.052500,24.379189,110934800
2016-08-01,26.102501,26.537500,26.102501,26.512501,24.809647,152671600
2016-08-02,26.512501,26.517500,26.000000,26.120001,24.442360,135266400
2016-08-03,26.202499,26.459999,26.192499,26.447500,24.748821,120810400
2016-08-04,26.395000,26.500000,26.320000,26.467501,24.901709,109634800
2016-08-05,26.567499,26.912500,26.545000,26.870001,25.280399,162213600
2016-08-08,26.879999,27.092501,26.790001,27.092501,25.489735,112148800
2016-08-09,27.057501,27.235001,27.002501,27.202499,25.593224,105260800
2016-08-10,27.177500,27.225000,26.940001,27.000000,25.402708,96034000
2016-08-11,27.129999,27.232500,26.962500,26.982500,25.386244,109938000
2016-08-12,26.945000,27.110001,26.945000,27.045000,25.445040,74641600
2016-08-15,27.035000,27.385000,27.020000,27.370001,25.750818,103472800
2016-08-16,27.407499,27.557501,27.302500,27.344999,25.727297,135177600
2016-08-17,27.275000,27.342501,27.084999,27.305000,25.689667,101424000
2016-08-18,27.307501,27.400000,27.254999,27.270000,25.656736,87938800
2016-08-19,27.192499,27.422501,27.090000,27.340000,25.722595,101472400
2016-08-22,27.215000,27.275000,26.962500,27.127501,25.522665,103280800
2016-08-23,27.147499,27.330000,27.132500,27.212500,25.602634,85030800
2016-08-24,27.142500,27.187500,26.920000,27.007500,25.409765,94700400
2016-08-25,26.847500,26.969999,26.670000,26.892500,25.301565,100344800
2016-08-26,26.852501,26.987499,26.577499,26.735001,25.153379,111065200
2016-08-29,26.655001,26.860001,26.572500,26.705000,25.125162,99881200
2016-08-30,26.450001,26.625000,26.375000,26.500000,24.932287,99455600
2016-08-31,26.415001,26.642500,26.410000,26.525000,24.955809,118649600
2016-09-01,26.535000,26.700001,26.405001,26.682501,25.103992,106806000
2016-09-02,26.924999,27.000000,26.705000,26.932501,25.339201,107210000
2016-09-06,26.975000,27.075001,26.877501,26.924999,25.332144,107521600
2016-09-07,26.957500,27.190001,26.767500,27.090000,25.487383,169457200
2016-09-08,26.812500,26.817499,26.309999,26.379999,24.819384,212008000
2016-09-09,26.160000,26.430000,25.782499,25.782499,24.257231,186228000
2016-09-12,25.662500,26.430000,25.632500,26.360001,24.800570,181171200
2016-09-13,26.877501,27.197500,26.809999,26.987499,25.390945,248704800
2016-09-14,27.182501,28.257500,27.150000,27.942499,26.289452,443554800
2016-09-15,28.465000,28.932501,28.372499,28.892500,27.183249,359934400
2016-09-16,28.780001,29.032499,28.510000,28.730000,27.030363,319547600
2016-09-19,28.797501,29.045000,28.312500,28.395000,26.715181,188092000
2016-09-20,28.262501,28.530001,28.127501,28.392500,26.712826,138057200
2016-09-21,28.462500,28.497499,28.110001,28.387501,26.708122,144012800
2016-09-22,28.587500,28.735001,28.500000,28.655001,26.959799,124296000
2016-09-23,28.605000,28.697500,27.887501,28.177500,26.510548,209924800
2016-09-26,27.910000,28.347500,27.887501,28.219999,26.550533,119477600
2016-09-27,28.250000,28.295000,28.084999,28.272499,26.599924,98429600
2016-09-28,28.422501,28.660000,28.357500,28.487499,26.802208,118564400
2016-09-29,28.290001,28.450001,27.950001,28.045000,26.385885,143548000
2016-09-30,28.115000,28.342501,27.950001,28.262501,26.590519,145516400
2016-10-03,28.177500,28.262501,28.070000,28.129999,26.465857,86807200
2016-10-04,28.264999,28.577499,28.157499,28.250000,26.578756,118947200
2016-10-05,28.350000,28.415001,28.172501,28.262501,26.590519,85812400
2016-10-06,28.424999,28.584999,28.282499,28.472500,26.788094,115117200
2016-10-07,28.577499,28.639999,28.377501,28.514999,26.828075,97433600
2016-10-10,28.754999,29.187500,28.680000,29.012501,27.296154,144944000
2016-10-11,29.424999,29.672501,29.049999,29.075001,27.354954,256164000
2016-10-12,29.337500,29.495001,29.187500,29.334999,27.599573,150347200
2016-10-13,29.197500,29.360001,28.930000,29.245001,27.514896,140769600
2016-10-14,29.469999,29.542500,29.282499,29.407499,27.667780,142608800
2016-10-17,29.332500,29.459999,29.195000,29.387501,27.648966,94499600
2016-10-18,29.545000,29.552500,29.362499,29.367500,27.630150,98214000
2016-10-19,29.312500,29.440001,28.450001,29.280001,27.547821,80138400
2016-10-20,29.215000,29.344999,29.082500,29.264999,27.533712,96503200
2016-10-21,29.202499,29.227501,29.070000,29.150000,27.425516,92770800
2016-10-24,29.275000,29.434999,29.250000,29.412500,27.672491,94154800
2016-10-25,29.487499,29.590000,29.327499,29.562500,27.813614,192516000
2016-10-26,28.577499,28.924999,28.327499,28.897499,27.187952,264536800
2016-10-27,28.847500,28.965000,28.525000,28.620001,26.926868,138248000
2016-10-28,28.467501,28.802500,28.362499,28.430000,26.748108,151446800
2016-10-31,28.412500,28.557501,28.299999,28.385000,26.705769,105677600
2016-11-01,28.365000,28.442499,27.632500,27.872499,26.223593,175303200
2016-11-02,27.850000,28.087500,27.807501,27.897499,26.247110,113326800
2016-11-03,27.745001,27.865000,27.387501,27.457500,25.965776,107730400
2016-11-04,27.132500,27.562500,27.027500,27.209999,25.731720,123348000
2016-11-07,27.520000,27.627501,27.365000,27.602501,26.102900,130240000
2016-11-08,27.577499,27.930000,27.424999,27.764999,26.256563,97016800
2016-11-09,27.469999,27.830000,27.012501,27.719999,26.214012,236705600
2016-11-10,27.772499,27.772499,26.457500,26.947500,25.483482,228538000
2016-11-11,26.780001,27.217501,26.637501,27.107500,25.634789,136575600
2016-11-14,26.927500,26.952499,26.020000,26.427500,24.991735,204702000
2016-11-15,26.642500,26.920000,26.540001,26.777500,25.322718,129058000
2016-11-16,26.674999,27.557501,26.650000,27.497499,26.003603,235362000
2016-11-17,27.452499,27.587500,27.207500,27.487499,25.994146,110528000
2016-11-18,27.430000,27.635000,27.415001,27.514999,26.020147,113715600
2016-11-21,27.530001,27.997499,27.502501,27.932501,26.414972,117058400
2016-11-22,27.987499,28.105000,27.850000,27.950001,26.431519,103862000
2016-11-23,27.840000,27.877501,27.582500,27.807501,26.296761,109705600
2016-11-25,27.782499,27.967501,27.737499,27.947500,26.429152,45903600
2016-11-28,27.857500,28.117500,27.847500,27.892500,26.377140,108776000
2016-11-29,27.695000,28.007500,27.517500,27.865000,26.351133,114115200
2016-11-30,27.900000,28.049999,27.567499,27.629999,26.128902,144649200
2016-12-01,27.592501,27.735001,27.257500,27.372499,25.885395,148347600
2016-12-02,27.292500,27.522499,27.212500,27.475000,25.982323,106112000
2016-12-05,27.500000,27.507500,27.062500,27.277500,25.795553,137298000
2016-12-06,27.375000,27.590000,27.297501,27.487499,25.994146,104782000
2016-12-07,27.315001,27.797501,27.290001,27.757500,26.249474,119994800
2016-12-08,27.715000,28.107500,27.650000,28.030001,26.507175,108273200
2016-12-09,28.077499,28.674999,28.077499,28.487499,26.939817,137610400
2016-12-12,28.322500,28.750000,28.122499,28.325001,26.786144,105497600
2016-12-13,28.459999,28.980000,28.437500,28.797501,27.232977,174935200
2016-12-14,28.760000,29.049999,28.745001,28.797501,27.232977,136127200
2016-12-15,28.844999,29.182501,28.807501,28.955000,27.381918,186098000
2016-12-16,29.117500,29.125000,28.912500,28.992500,27.417383,177404400
2016-12-19,28.950001,29.344999,28.937500,29.160000,27.575779,111117600
2016-12-20,29.184999,29.375000,29.170000,29.237499,27.649071,85700000
2016-12-21,29.200001,29.350000,29.195000,29.264999,27.675074,95132800
2016-12-22,29.087500,29.127501,28.910000,29.072500,27.493036,104343600
2016-12-23,28.897499,29.129999,28.897499,29.129999,27.547411,56998000
2016-12-27,29.129999,29.450001,29.122499,29.315001,27.722363,73187600
2016-12-28,29.379999,29.504999,29.049999,29.190001,27.604153,83623600
2016-12-29,29.112499,29.277500,29.100000,29.182501,27.597061,60158000
2016-12-30,29.162500,29.299999,28.857500,28.955000,27.381918,122345200
2017-01-03,28.950001,29.082500,28.690001,29.037500,27.459938,115127600
2017-01-04,28.962500,29.127501,28.937500,29.004999,27.429203,84472400
2017-01-05,28.980000,29.215000,28.952499,29.152500,27.568691,88774400
2017-01-06,29.195000,29.540001,29.117500,29.477501,27.876030,127007600
2017-01-09,29.487499,29.857500,29.485001,29.747499,28.131361,134247600
2017-01-10,29.692499,29.844999,29.575001,29.777500,28.159733,97848400
2017-01-11,29.684999,29.982500,29.650000,29.937500,28.311039,110354400
2017-01-12,29.725000,29.825001,29.552500,29.812500,28.192831,108344800
2017-01-13,29.777500,29.905001,29.702499,29.760000,28.143188,104447600
2017-01-17,29.584999,30.059999,29.555000,30.000000,28.370150,137759200
2017-01-18,30.000000,30.125000,29.927500,29.997499,28.367781,94852000
2017-01-19,29.850000,30.022499,29.842501,29.945000,28.318136,102389200
2017-01-20,30.112499,30.112499,29.932501,30.000000,28.370150,130391600
2017-01-23,30.000000,30.202499,29.942499,30.020000,28.389057,88200800
2017-01-24,29.887501,30.025000,29.875000,29.992500,28.363052,92844000
2017-01-25,30.105000,30.525000,30.070000,30.469999,28.814610,129510400
2017-01-26,30.417500,30.610001,30.400000,30.485001,28.828796,105350400
2017-01-27,30.535000,30.587500,30.400000,30.487499,28.831160,82251600
2017-01-30,30.232500,30.407499,30.165001,30.407499,28.755507,121510000
2017-01-31,30.287500,30.347500,30.155001,30.337500,28.689308,196804000
2017-02-01,31.757500,32.622501,31.752501,32.187500,30.438799,447940000
2017-02-02,31.995001,32.347500,31.945000,32.132500,30.386791,134841600
2017-02-03,32.077499,32.297501,32.040001,32.270000,30.516821,98029200
2017-02-06,32.282501,32.625000,32.224998,32.572498,30.802887,107383600
2017-02-07,32.634998,33.022499,32.612499,32.882500,31.096045,152735200
2017-02-08,32.837502,33.055000,32.805000,33.009998,31.216612,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105000,31.442188,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.370947,80262000
2017-02-13,33.270000,33.455002,33.187500,33.322498,31.648762,92141600
2017-02-14,33.367500,33.772499,33.312500,33.755001,32.059544,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,32.175884,142492400
2017-02-16,33.917500,33.974998,33.709999,33.837502,32.137894,90338400
2017-02-17,33.775002,33.957500,33.775002,33.930000,32.225754,88792800
2017-02-21,34.057499,34.187500,33.994999,34.174999,32.458447,98028800
2017-02-22,34.107498,34.279999,34.027500,34.277500,32.555794,83347600
2017-02-23,34.345001,34.369999,34.075001,34.132500,32.418076,83152800
2017-02-24,33.977501,34.165001,33.820000,34.165001,32.448948,87106400
2017-02-27,34.285000,34.360001,34.070000,34.232498,32.513054,81029600
2017-02-28,34.270000,34.360001,34.174999,34.247501,32.527302,93931600
2017-03-01,34.472500,35.037498,34.400002,34.947498,33.192142,145658400
2017-03-02,35.000000,35.070000,34.689999,34.740002,32.995064,104844000
2017-03-03,34.695000,34.957500,34.647499,34.945000,33.189762,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,33.085289,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,33.128029,69785200
2017-03-08,34.737499,34.950001,34.705002,34.750000,33.004562,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.928577,88623600
2017-03-10,34.812500,34.840000,34.660000,34.785000,33.037796,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,33.052044,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,33.002182,61236400
2017-03-15,34.852501,35.187500,34.757500,35.115002,33.351227,102767200
2017-03-16,35.180000,35.255001,35.064999,35.172501,33.405842,76928000
2017-03-17,35.250000,35.250000,34.972500,34.997501,33.239635,175540000
2017-03-20,35.099998,35.375000,35.057499,35.365002,33.588676,86168000
2017-03-21,35.527500,35.700001,34.932499,34.959999,33.204002,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355000,33.579170,103440800
2017-03-23,35.314999,35.395000,35.152500,35.230000,33.460449,81385200
2017-03-24,35.375000,35.435001,35.087502,35.160000,33.393963,89582400
2017-03-27,34.847500,35.305000,34.654999,35.220001,33.450958,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,34.144287,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.220264,116760000
2017-03-30,36.047501,36.125000,35.875000,35.982498,34.175156,84829200
2017-03-31,35.930000,36.067501,35.752499,35.915001,34.111042,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,34.120541,79942800
2017-04-04,35.812500,36.222500,35.792500,36.192501,34.374607,79565600
2017-04-05,36.055000,36.365002,35.952499,36.005001,34.196522,110871600
2017-04-06,36.072498,36.130001,35.862499,35.915001,34.111042,84596000
2017-04-07,35.932499,36.044998,35.817501,35.834999,34.035061,66688800
2017-04-10,35.900002,35.970001,35.724998,35.792500,33.994701,75733600
2017-04-11,35.735001,35.837502,35.014999,35.407501,33.629044,121517600
2017-04-12,35.400002,35.537498,35.252499,35.450001,33.669403,81400000
2017-04-13,35.477501,35.595001,35.262501,35.262501,33.491325,71291600
2017-04-17,35.369999,35.470001,35.217499,35.457500,33.676521,66328400
2017-04-18,35.352501,35.509998,35.277500,35.299999,33.526943,58790000
2017-04-19,35.470001,35.500000,35.112499,35.169998,33.403461,69313600
2017-04-20,35.305000,35.730000,35.290001,35.610001,33.821369,93278400
2017-04-21,35.610001,35.669998,35.462502,35.567501,33.780998,69283600
2017-04-24,35.875000,35.987499,35.794998,35.910000,34.106297,68537200
2017-04-25,35.977501,36.224998,35.967499,36.132500,34.317619,75486000
2017-04-26,36.117500,36.150002,35.845001,35.919998,34.115788,80164800
2017-04-27,35.980000,36.040001,35.827499,35.947498,34.141903,56985200
2017-04-28,36.022499,36.075001,35.817501,35.912498,34.108673,83441600
2017-05-01,36.275002,36.799999,36.240002,36.645000,34.804371,134411600
2017-05-02,36.884998,37.022499,36.709999,36.877499,35.025200,181408800
2017-05-03,36.397499,36.872501,36.067501,36.764999,34.918350,182788000
2017-05-04,36.630001,36.785000,36.452499,36.632500,34.792503,93487600
2017-05-05,36.689999,37.244999,36.689999,37.240002,35.369492,109310800
2017-05-08,37.257500,38.424999,37.257500,38.252499,36.331139,195009600
2017-05-09,38.467499,38.720001,38.362499,38.497501,36.563831,156521600
2017-05-10,38.407501,38.485001,38.027500,38.314999,36.390495,103222800
2017-05-11,38.112499,38.517502,38.077499,38.487499,36.705208,109020400
2017-05-12,38.674999,39.105000,38.667500,39.025002,37.217823,130108000
2017-05-15,39.002499,39.162498,38.762501,38.924999,37.122452,104038800
2017-05-16,38.985001,39.014999,38.680000,38.867500,37.067619,80194000
2017-05-17,38.400002,38.642502,37.427502,37.562500,35.823048,203070800
2017-05-18,37.817501,38.334999,37.782501,38.134998,36.369038,134272800
2017-05-19,38.345001,38.494999,38.157501,38.264999,36.493019,107843200
2017-05-22,38.500000,38.645000,38.227501,38.497501,36.714752,91865600
2017-05-23,38.724998,38.724998,38.327499,38.450001,36.669449,79675600
2017-05-24,38.459999,38.542500,38.167500,38.334999,36.559772,76712000
2017-05-25,38.432499,38.587502,38.257500,38.467499,36.686138,76942400
2017-05-26,38.500000,38.560001,38.327499,38.402500,36.624149,87710400
2017-05-30,38.355000,38.607498,38.332500,38.417500,36.638451,80507600
2017-05-31,38.492500,38.542500,38.095001,38.189999,36.421490,97804800
2017-06-01,38.292500,38.332500,38.055000,38.294998,36.521626,65616400
2017-06-02,38.395000,38.862499,38.222500,38.862499,37.062847,111082800
2017-06-05,38.584999,38.612499,38.365002,38.482498,36.700447,101326800
2017-06-06,38.474998,38.952499,38.445000,38.612499,36.824417,106499600
2017-06-07,38.755001,38.994999,38.619999,38.842499,37.043770,84278400
2017-06-08,38.812500,38.884998,38.599998,38.747501,36.953171,85003200
2017-06-09,38.797501,38.797501,36.505001,37.244999,35.520245,259530800
2017-06-12,36.435001,36.522499,35.627499,36.355000,34.671463,289229200
2017-06-13,36.790001,36.862499,36.287498,36.647499,34.950420,136661600
2017-06-14,36.875000,36.875000,35.959999,36.290001,34.609474,126124800
2017-06-15,35.830002,36.119999,35.552502,36.072498,34.402042,128661600
2017-06-16,35.945000,36.125000,35.549999,35.567501,33.920437,201444400
2017-06-19,35.915001,36.685001,35.915001,36.584999,34.890816,130165600
2017-06-20,36.717499,36.717499,36.235001,36.252499,34.573723,99600400
2017-06-21,36.380001,36.517502,36.152500,36.467499,34.778755,85063200
2017-06-22,36.442501,36.674999,36.279999,36.407501,34.721539,76425200
2017-06-23,36.282501,36.790001,36.277500,36.570000,34.876507,141757600
2017-06-26,36.792500,37.070000,36.345001,36.455002,34.766838,102769600
2017-06-27,36.252499,36.540001,35.904999,35.932499,34.268524,99047600
2017-06-28,36.122501,36.527500,35.790001,36.457500,34.769218,88329600
2017-06-29,36.177502,36.282501,35.570000,35.919998,34.256607,125997600
2017-06-30,36.112499,36.240002,35.945000,36.005001,34.337669,92096400
2017-07-03,36.220001,36.325001,35.775002,35.875000,34.213696,57111200
2017-07-05,35.922501,36.197498,35.680000,36.022499,34.354362,86278400
2017-07-06,35.755001,35.875000,35.602501,35.682499,34.030106,96515200
2017-07-07,35.724998,36.187500,35.724998,36.044998,34.375809,76806800
2017-07-10,36.027500,36.487499,35.842499,36.264999,34.585625,84362400
2017-07-11,36.182499,36.462502,36.095001,36.382500,34.697689,79127200
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.747765,99538000
2017-07-13,36.375000,37.122501,36.360001,36.942501,35.231762,100797600
2017-07-14,36.992500,37.332500,36.832500,37.259998,35.534557,80528400
2017-07-17,37.205002,37.724998,37.142502,37.389999,35.658535,95174000
2017-07-18,37.299999,37.532501,37.167500,37.520000,35.782524,71475200
2017-07-19,37.619999,37.855000,37.487499,37.755001,36.006630,83692000
2017-07-20,37.875000,37.935001,37.547501,37.584999,35.844505,68974800
2017-07-21,37.497501,37.610001,37.220001,37.567501,35.827812,105010400
2017-07-24,37.645000,38.110001,37.474998,38.022499,36.261749,85972800
2017-07-25,37.950001,38.459999,37.950001,38.185001,36.416725,75415600
2017-07-26,38.337502,38.482498,38.264999,38.365002,36.588387,63124000
2017-07-27,38.437500,38.497501,36.825001,37.639999,35.896961,129905200
2017-07-28,37.472500,37.557499,37.297501,37.375000,35.644234,68854800
2017-07-31,37.474998,37.582500,37.032501,37.182499,35.460644,79383600
2017-08-01,37.275002,37.555000,37.102501,37.512501,35.775372,141474400
2017-08-02,39.820000,39.937500,39.040001,39.285000,37.465775,279747200
2017-08-03,39.262501,39.302502,38.755001,38.892502,37.091457,108389200
2017-08-04,39.017502,39.349998,38.922501,39.097500,37.286964,82239600
2017-08-07,39.264999,39.730000,39.167500,39.702499,37.863949,87481200
2017-08-08,39.650002,40.457500,39.567501,40.020000,38.166752,144823600
2017-08-09,39.814999,40.317501,39.777500,40.264999,38.400398,104526000
2017-08-10,39.974998,40.000000,38.657501,38.830002,37.177273,163217200
2017-08-11,39.150002,39.642502,39.017502,39.369999,37.694294,105028400
2017-08-14,39.830002,40.052502,39.687500,39.962502,38.261570,88490800
2017-08-15,40.165001,40.549999,40.035000,40.400002,38.680450,117862000
2017-08-16,40.485001,40.627499,40.037498,40.237499,38.524868,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465000,37.785248,111762400
2017-08-18,39.465000,39.875000,39.180000,39.375000,37.699078,109712400
2017-08-21,39.375000,39.472500,38.777500,39.302502,37.629669,105474000
2017-08-22,39.557499,40.000000,39.505001,39.945000,38.244816,86418400
2017-08-23,39.767502,40.117500,39.720001,39.994999,38.292686,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,38.122749,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965000,38.263977,101920400
2017-08-28,40.035000,40.500000,39.982498,40.367500,38.649326,103864000
2017-08-29,40.025002,40.779999,40.000000,40.727501,38.994011,118067600
2017-08-30,40.950001,40.972500,40.652500,40.837502,39.099335,109078400
2017-08-31,40.910000,41.130001,40.869999,41.000000,39.254917,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,39.266884,66364400
2017-09-05,40.937500,41.062500,40.139999,40.520000,38.795345,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.754650,86606800
2017-09-07,40.522499,40.560001,40.090000,40.314999,38.599068,87714000
2017-09-08,40.215000,40.287498,39.632500,39.657501,37.969559,114446000
2017-09-11,40.125000,40.512501,39.972500,40.375000,38.656517,126323200
2017-09-12,40.652500,40.990002,39.692501,40.215000,38.503326,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,38.213703,179629600
2017-09-14,39.747501,39.849998,39.522499,39.570000,37.885780,95042800
2017-09-15,39.617500,40.242500,39.500000,39.970001,38.268757,196458400
2017-09-18,40.027500,40.125000,39.500000,39.667500,37.979126,113077600
2017-09-19,39.877499,39.942501,39.610001,39.682499,37.993488,83242400
